"nodeid","count"
"5aa338bf012dd3977087fc0f2cf039ffad687536bb388aa02fefe336f593c8c0",1440
b99aa84d71078fec9c7bcf23317c7c6b4910ce615d7fb7b9fdd515452ac6e333,1440
"1b50bb95881b32015ff74e0e019c95d40faa23ecfbb0463e35ab92e768dc2e03",1440
"7e6415f9f492c528da384e47015ac7ccf5f58aa8f6e87c1b845d71492ec21ba1",1440
cbdba251972ce87b093440eae8c49cbd05bb631a8d2761ca62b081c779d7a283,1440
c96620d71664d6b935dfd17825655c11a72efca32a5cf271f9c4ef198fa92a32,1440
"4cc2bb36703a28f5fd62560ce8f1988f9b6041146c5a3b3ba4ccdec9a3113e10",1440
"4b6a4fd9398c741f30a75ad562a6e5ae0e5ad32e9bebdd744a54d99a87f62ba8",1440
"604663a7b9be775f1b2891b0057a48890533d58f3af90d8bceadffdc22a125f1",1440
"083c61f1dc0d0d3475ed8796e0b133cf3c2e2b04727bf57be613833066e42cbb",1440
"8f0c296c153fb8699b7a08eeaff24866a29eab903aad8568fd2dde5cd47555f0",1440
"970581039e9fcbb15e22047ca13060337ffbd1b9235b1d74e7fda66a8eeb3497",1440
f432f87107cc66361e2373a776c2f980201fb67128a46e0d37f2992f9f17d82d,1440
"71de14324365633847a133da2185dca32bb3a6efe8a6f5fba80c0147dd039816",1440
"2873d6e2126910bc7b735846881be8cec9afdb6fd7f696f82ce8f994e9e001db",1440
"114a23a02833e727256ef05e2bdf56f51ddeb614c9b2c75cf3570b6ca23dbe62",1440
"12ae8463b2614efbde2754f8fa760e9a64482f87ea764d4607f77808a771041e",1440
"0260161ecd934df87ead59e5fdde12d7eb678f94049e4aeb85c03b6026499338",1440
ecc2cd4202712933a8be6a24235fed8f42d9f7ae25e7a39d6ffede96960f6193,1440
c29b4415c582c1269b194536452e49b8a97df365bab6674cd3fd8d052f9eadd9,1440
"02d9ee878a4db89d2c9ed1bd44ee03b2b5f65a303d2235d08044fd4090102e4a",1440
cc20302cb8ced4cfd454d60c44b28c4642b15c1acb25bd1e78e146719b843a49,1440
a5436b131365a4bfc47f44dc006bc1973484648604feadf8c0519ae4bbc391a3,1440
"1343d934611cdb2647a06f1ec2af8145ec0d6748d091a65a27834df7bd5518f4",1440
f95f8dd8509740ec1d8a4bc392673eed5d38c5bf70775c2fa014e355a753cfaa,1440
"4ddf9cd7d2e0699795b215d743c3517fe9e121f6a1756eaf4c01305ed86fbedf",1440
"397bf162466f699fa098771a34fbadb6f6918ef00c1a68125e34b4d35286a38a",1440
"58c5d6814168b01bc8b843c013e2817e1f76f7922b3ffab69e7af9af113630b4",1440
"421dce22c8991bcb218d6f0774bc49812e3b495d614084edc9e2e789afe5b122",1440
"8791e2849e3ceebdeb35cc6d981ca5f3f2054800b4f2cc57f93d5ac66f3b2827",1440
"20a8477809ec816933210d55cb7062c3f96d0976c216ec092e4bb62082d35509",1440
dc7aba8dd553e0381c13246b3fb8cb1eb2e4023f990e74ebbbaf4e27f174f8a5,1440
dc6b973a39c6d0b7494aaa41d256bf55a27768502b85a4a083c06c51d0554fee,1440
"6c4d17b396b1f233d6407c25e48b2e8335d799eb9a03886b28e30e41ab270b7c",1440
aea93fee3034dc7691d420a2f31a3bf88004473944c5db64874fdee5f230c44f,1440
a7553027d4ffd7c65b8c4e2c7c99bf5e04aea154c233bf33b531f3244e133fe3,1440
aa6cebf960b33d706ff8cd7b2215b846dc92675496ea857a7347ef1ce0dc9c53,1440
a7646b8272e03a2112355a6db2c4a81763c173227520ab2f1735243bb8ec31ec,1440
de5be21b23cd2a2c001a91ba8af3220f7c91a6ede859c6eff452c2ab812cbec5,1440
"889c77baa6acb48ef96891e2700f096e835b1a8ea183ea9962858f9b4f99f45b",1440
"79d9586612e6dd28a8669a6089b19a94fe40311b459ef71def7e8e26e7e56ab3",1440
d7bc2f3b30799314112a21b8cee37d1f457857a4f0fd4b0fa44e61110f0a21b7,1440
"16399d65820df2785a3fba9da4e75da6325db91604a420dd842848cbc1e9faaf",1440
"23170072fee895453aec4102dd3820d59f7a1947c0486f5def7d603d2d1d4007",1440
c9c585bf96a1dd5865041ce1c0c25d3e9c5e0c71a8de023ad25ca10169155f88,1440
"8d3641ffd007cf4740b7d3de6a6a086997a5302061103eb80972f786a52bc996",1440
"99d31b46eea1af307b674e4d6a86f12ca8f026c547a2f8789576b73928b3a110",1440
"8f85d5cf9f3971923115206c4a1ccbed25e6555cd54b5396f6f72bb6b4a0f060",1440
"02795c5b86dacf2e5270edfa6d81579c3392cd8aea3598b90c8f1779793a7079",1440
"55d3c18b20858d47dcf1fa67be9f86b0bcef35a35f3b36aac553ed568b098f6e",1440
"97ca3d101850c971e9777fdb48fca8492d3761995af0c75c670d7b20d3d5964d",1440
cef4ece238f5422cfefd87d52759336c65fd466ad8079e776272419eebb6971f,1440
"6d634b5a7a07edbe24bb8cc426c71d2912845a09564f9b0027db0778c866a09f",1440
b8b1b30966a61bc0b9e3238e82383113352b7e730d71313927a50d89094641f3,1440
"4fad1da567490231bce369a0e617ee33689ce4a4d869292e3ce0bad0a9855241",1440
"7e0c0f00cfb675be5d551dd20161522af89dac0439d922d710e08b3365c5a957",1440
ef4d22ae581d642563f51eca22286862923b9c72e72b81c28047cf0b6b0285a6,1440
"84a43dfebb63dfe0f446205627e5db3666ad6dec3cc5187d2d46fa7f125b8086",1440
b6ac76d443fb66bc9b986615104ab6f0fcb6d20bac23c533e1a863467bc96295,1440
cc58397656ef5f1290ccecc7090c313a573d2d97eddcc470a10788c09e0418b9,1440
c2d84d4356e98e2b277e54f5d2cc70e477642a7889c32b36eb1b1c8dd1fd2300,1440
"03ffc987511ce29fd0a69118ee0b6310aa7797b9f4ff5d41875f8933f92a5f26",1440
"74a5298c5ed4805d8fdc8321ffaaa7dcb4accc0f124c0a0283702a3cb82a1955",1440
"4e58bbbb4a9cf468346c6d5b2812ce28543d67ab14e153bc21c73a4dde392eb5",1440
"4a207b7ece8c2751fb5dcb213acd8ad50095689bc90aa57f0f0ba0e62e969161",1440
"6a24e61ec26cc272f7a23b13bd10e96ff9d584c807805fb7e91a620f58e7440d",1440
"39f721503217d8390e33b1180f0a4615955f8ce30681dd633eda519428c4919a",1440
d7878a74444ddc9e4054284eb3f95b9b5bab609ec2aac6282008b917b423306c,1440
"13429bae1d2c4cf1970a4ddebb8d3a67fbaba57fc850717203e897e5973a9678",1440
cdb203bf1c2a1f70ac93d5f55698d842d9d753e71b1e09b8fa6d44564cc232dd,1440
"975881b382888a50cd14de9d48b455fc48dd02c19e2c35c65f2068ec3cc0d360",1440
"66f96b127a1c04eb74c51bc74acb47cd14a5b2f964a408c2bb09ac1a5e7f1fb3",1440
"4b326008b25e7e8afad0d37c79722272d827361258ea9c7e5b1bb9ff57310cad",1440
"49defb92c2f59b785f657154b112bff43c9dde94896452fc2a13c0512dfc1aca",1440
ef0912f71f9191ba5ea2714291f1bf3a1dd7bf034f3627c808e87ab12de9c18e,1440
"1005197b293756e54bc719e690f474976d4fbef5f5a2a4334af881f438d816da",1440
"0ae69799e093df49be663d93bd03bf490a7ee1990ba68454303729fd7fa62d67",1440
"45dea46544ec46b4a262ddf86398d338dbdf03a366f93f671e72be6fd2f9edf4",1440
a837d15ad29547b6dfb8a96764b2c4d5a336dd66ea0c04546b0a48f09cc9611b,1440
"4176592fc29f04866b854d9fc73404d74b5fa1461ed083c07e7a72fa019b4242",1440
"1275fff4d6b95b453a08a514f14df99d8f0537413f858e18dc1dfef0e2297c5b",1440
b68df86943f8d3bfa2c57b6a8e82aed6aa32fe6934b9e2c030f2add6daea7ed7,1440
"5416440efb0e0e0b1c8ea0d05d61b098def0f41fb01d00ecf220864d200a15ba",1440
"72ea6d33b61106b8ce07222550e56b0f96655d1484f6b47830008141f626e87f",1440
"5a3ffb32709f682e900dfd84cfd9a0a5caa7e6e5244592e15f2f5a95c27105cc",1440
"13e0184688eca83dec2e92d7c843810b59327d26c0ceec052e6e22018a9cc2db",1440
b084610bb4c92c009c41456a1e7d2c91cdfe936a9af8f35d7e074a890059d59e,1440
"846156d336beaf111e33d1a638fc1f602380d2f9bc0247a2aea9426d460ca78c",1440
"7a55ec5136a212223da56fd0cad18f81e7ebf2031d8fdd67dc398ad8e9fb9c7e",1440
"6ca62a4790941bc7f7b2e6a767a7647c3c488d3b9d77f9807de8468fc5e24582",1440
"985bed49a339dc9216801ce4e120526699365e022b83934c02854467c7c52f2f",1440
"8b764e92c799565b2cd103d7ca7b12d77c575ffc836173959764ffec30c12633",1440
"362893e02781ef17d332802d60358cf147736c388998bd26422c685e65baa950",1440
fbbd22226e0b6e2e6f2509815bda1484c3f6cfc84e033ce94df171b18983acf5,1440
"639d8ba0dcd4c456f90565454e50377c9144f3dab013b060ee8d9d4034e00b67",1440
"329034a867003c07ee34b19acbc98da4cc8e8dbee6e28c2cdc5e357309827397",1440
a6cccecfe27662f8c0aa430f5b53c0103f6679468e58b658803941c01a4d3e66,1440
"46dc02929e0c1c9fa85bb8e50a30cf036ca8cd102e9747b2baa09f7f83a73af5",1440
"439b54d037460752a45e98d02b42745448a7a040977ce0e8699d283c4c9d7357",1440
"65b34cec751c6ebc6e0cb480ca42bc690a93a702e8cf1c62fa0b6343de77dea2",1440
"92858b547fb80284791f5d510c3ea7b8fb1f1645bad26aae8fc23840039cfec6",1440
"1b7e5b4a2ca2f819de6b132bea8309b921f4c5998d90d37bea8b70cf61fb3438",1440
"5285c577973a4ba99d181a2b618c66778947139b399282eb1270cd4a4834097a",1440
"378a8303e6bc5497f7151ac746dc50c75b61b62e0bfe781b8570740f5b03aed3",1440
bb3727fc7aae378fdc00a8b45dc1599cc641a4250757a706747964225b9a9546,1440
"59ee4becc504bbddc69c0c1d7e09997afda69d1ebf42690ff3d5c533dc8de8e7",1440
"86f71854e24db2980ea7354340ed04fd621f9fbf245107cfc0b945bdf722dd60",1440
"41a5117caaf3005b8ae8d9216663c2755a060a4ad32dc8120e75d4df883017a3",1440
e2a6511d594678136f08c1a28338e2c0bc2c85ac2c531decf44a37204f81967c,1440
"6723fc451d1deccf97eb5d84d881e4506822ab94dc94608b9e7ff200ed78ac02",1440
a1e960b6c32253c514d672f22754806dc93b99f585c3654411a052902b1a348c,1440
a83d57b60b9c6beff9600bc90cd4ddffa131355ebc4260b9ac9ce85ccafbec13,1440
"48a75169ce55420148b87170be18afa5e5d43e95c05c9b3d3625d5a7a7030dc6",1440
"407bdc9cf22b310e871a24b8a4ff28074901ae54f3fdab9298872efcffe93ba7",1440
"490a6a5088a98c022d5db8e2032dad2423e5e3e3ffe9d712afdec17989362ea3",1440
"9725682c9ae417266f6df60e362b4073f3e4110ce034f8d42739da67604fc1ea",1440
"7929d391b2c030058de99eef9a52b121f0579b24380a2b40a3a00cfa4526e0db",1440
"21ca24bfd0f3b8c6af4833e70a0f8f3a7b2d55079f54d95d97ff42ce9936f57f",1440
"091dc59eac8b262f0eb1f6264a922e49f009b82fce5c6f43d79efd6dd103ae96",1440
"2e4f3572f024368f3b515ee1f133465f9eec26b0347c974c38666243c61447c2",1440
"7a887426b77b22d0a46870dc5b4a65811e92fc41cd0613ced859d98328f747e5",1440
"313b257954fda3caf88f4a3cd31fc5797e2875f3821ac0f1a3048e731504e616",1440
f5523e9f1e46fcd108ee9be5fab3d570fdb28263ac0b8fae695c6cf937fc9b1c,1440
d519a9cd3940f2d47999392d5de7b06cc59975b421e863dd20d0759198bf058a,1440
f88606126d49df91657dbd12d47bd62df19244fcd22f16eef5ae044d2b35f0ca,1440
"4f15e033a43fb422a11f08ecf392c2a644c6b02d59f1386b31d7598f726973e2",1440
e10283f8c00a09166d8dce36ffb03722cd2fd7023857f21f8b6533a5574c5247,1440
"9be5dea9737336c399b81461cd3867c902eb151311b7e99638314797ec5eb799",1440
de1be8206163d2a42f65439e56df0b1e8acc344f29e6c87bac2918351f797715,1440
"4b84d0fd5ef789afe85cf7971f18c4a90e93ef53874e469d08920c191ec5d8f4",1440
"7afd59ab1a475e1c060c13b67903e37f96c7697ab1b075cf516efdd85bff2e36",1440
ce325ecf4ff7c9a4ecea7670f52b7811f00c328bb5a63a4aa119e1ce2ee7c9ff,1440
dc801a09dc2a3e753f178c88448f20d8a282f41360e4ecb84f51f3f7a2615c56,1440
b003cd621ed7cd7f5bed9cccc9eed02b14dc895b62a334f76f8e69fb3dfa3f66,1440
bda26936dca692fda7e51036edad49891a995025c6efd84a1b04feeaec131cf3,1440
"4e9030fbc9e4803bc43b479850298cd885498d7f72bc7deff257991527f12977",1440
b53af0f3e6f65cb49751d2a28959b1762a9ca146901a7db9fc8c1337023021fa,1440
c3dcac06e02793c38188b15f9ee1c1202b603f261d7c364bba5d2e41a0067adb,1440
"96b9c4e8b4f434b18d3a81555c848e183acf4e6c0fd65b5ae9e7e92ef2eccdd0",1440
"1580d09e34f2c670f6b58250f93f1d2fe7b6fc9c3b5e1c8b969920961777d7b8",1440
a65766edd797ac01ddb76bf4868dd826774815248d3dc99b09a3a467b0d9a1b2,1440
"2955df5de1fab6336c4be1a7b549920c632f8180738457375e6ada1c949357c8",1440
b8fff89777abaef8ace04792ea854cf3b836b404e6fca3ff3fec6aae4b5e2206,1440
aef3f198f772fce59ca8497ab8ca7b462a511b9900c7898b0fbaf0501a225043,1440
"7252c6146eda0c48962e80caa32de196987f48b19c097c581921a889cfcd109c",1440
"7d35ecea1ae1b358f62cd37b8672d2f836c85df79ff14bd6ddede2a5beaf60a7",1440
"11a387782d5cee4e08a3ef1fa09d3096eeab96c91bb08a119461bf46141f37ab",1440
a2a5dfb7b4f41edffc52f5ba5c394c2fb7202449c42041eaba22bab19555fb20,1440
"3df3cdccacc0d3494516f8741cfb4a83f00cd235cf416ebd42cb64a9c594909c",1440
"4053add53ec83479fdec6eb0d13265aa97b60b0d4fda139d2e1ec556b49fc6d6",1440
b2811f884775cb73dae9ad3b90375b1b3862c383aa9bb0d72f2ac21bfa9333b7,1440
"9c2735a146546ec65d3483fe14e0f17bf16bc3a71c18604db0a9b02c2a36b5e7",1440
c9cb4ed581c8a925b7d7b4725bb39f6ea7a85bc578749293074f2a153851f986,1440
a16e9740463cd7c3fa454506f897a2e1afa9929baca196f17b10d4ff8d47c9c7,1440
c0686977ad3bf6ad375a159af4d0e9ceadc65e53fa2dd9f104e6b43c75196795,1440
"60574cbbfbd748137213738908a327a63223e41470c2cc124e18a7d0e83d3881",1440
"7605429bf1329835df4e2276c6ba48000ac864f6f4dbff9774f96801bc177cfb",1440
"3f621367251d75c498b99bc274915110ec6b6014e6517d3e87ec3bb6bfc31eed",1440
"0fd8e49fd64e7e4694ec08490f62bdc4a79ad2ae432a26a8c8aadaad5cbf9c84",1440
"4526eee549551804c1aa227c0adc77535baef493587dc5efffe63ca582c15d55",1440
"36b713c16b5881a519c7a92064188e0c8fdfc9f2c6648fd35488d90321f9219f",1440
"42201d69f9ded37383cacc661568a026929dd3327b30003fe91080d313065668",1440
f7fa2dfca26517f96951aaf17fef228bd1bb4afcd8c34d878950fa58e7b6ba12,1440
"1f6293a748696882ce1678e1d3b768c9ee914e9cc769047ada058e574630aa21",1440
